store_code,sku,sale_date,units_sold,unit_price,promotion_code
MANNHEIM-02,DIY-008,2025-02-24,28,33.50,
MANNHEIM-02,DIY-008,2025-02-25,26,33.50,
MANNHEIM-02,DIY-008,2025-02-26,29,33.50,
MANNHEIM-02,DIY-008,2025-02-27,29,33.50,
MANNHEIM-02,DIY-008,2025-02-28,26,33.50,
MANNHEIM-02,DIY-008,2025-03-01,27,33.50,
MANNHEIM-02,DIY-008,2025-03-02,25,33.50,
MANNHEIM-02,DIY-008,2025-03-03,28,33.50,
MANNHEIM-02,DIY-008,2025-03-04,25,33.50,
MANNHEIM-02,DIY-008,2025-03-05,25,33.50,
MANNHEIM-02,DIY-008,2025-03-06,28,33.50,
MANNHEIM-02,DIY-008,2025-03-07,25,33.50,
MANNHEIM-02,DIY-008,2025-03-08,28,33.50,
MANNHEIM-02,DIY-008,2025-03-09,28,33.50,
MANNHEIM-02,DIY-008,2025-03-10,27,33.50,
MANNHEIM-02,DIY-008,2025-03-11,27,33.50,
MANNHEIM-02,DIY-008,2025-03-12,27,33.50,
MANNHEIM-02,DIY-008,2025-03-13,28,33.50,
MANNHEIM-02,DIY-008,2025-03-14,25,33.50,
MANNHEIM-02,DIY-008,2025-03-15,27,33.50,
MANNHEIM-02,DIY-008,2025-03-16,25,33.50,
MANNHEIM-02,DIY-008,2025-03-17,26,33.50,
MANNHEIM-02,DIY-008,2025-03-18,28,33.50,
MANNHEIM-02,DIY-008,2025-03-19,29,33.50,
MANNHEIM-02,DIY-008,2025-03-20,25,33.50,
MANNHEIM-02,DIY-008,2025-03-21,26,33.50,
MANNHEIM-02,DIY-008,2025-03-22,28,33.50,
MANNHEIM-02,DIY-008,2025-03-23,28,33.50,
MANNHEIM-02,DIY-008,2025-03-24,26,33.50,
MANNHEIM-02,DIY-008,2025-03-25,27,33.50,
MANNHEIM-02,DIY-008,2025-03-26,27,33.50,
MANNHEIM-02,DIY-008,2025-03-27,25,33.50,
MANNHEIM-02,DIY-008,2025-03-28,25,33.50,
MANNHEIM-02,DIY-008,2025-03-29,27,33.50,
MANNHEIM-02,DIY-008,2025-03-30,29,33.50,
MANNHEIM-02,DIY-008,2025-03-31,27,33.50,
MANNHEIM-02,DIY-008,2025-04-01,25,33.50,
MANNHEIM-02,DIY-008,2025-04-02,25,33.50,
MANNHEIM-02,DIY-008,2025-04-03,25,33.50,
MANNHEIM-02,DIY-008,2025-04-04,25,33.50,
MANNHEIM-02,DIY-008,2025-04-05,26,33.50,
MANNHEIM-02,DIY-008,2025-04-06,29,33.50,
MANNHEIM-02,DIY-008,2025-04-07,28,33.50,
MANNHEIM-02,DIY-008,2025-04-08,27,33.50,
MANNHEIM-02,DIY-008,2025-04-09,27,33.50,
MANNHEIM-02,DIY-008,2025-04-10,26,33.50,
MANNHEIM-02,DIY-008,2025-04-11,25,33.50,
MANNHEIM-02,DIY-008,2025-04-12,27,33.50,
MANNHEIM-02,DIY-008,2025-04-13,25,33.50,
MANNHEIM-02,DIY-008,2025-04-14,29,33.50,
MANNHEIM-02,DIY-008,2025-04-15,28,33.50,
MANNHEIM-02,DIY-008,2025-04-16,25,33.50,
MANNHEIM-02,DIY-008,2025-04-17,26,33.50,
MANNHEIM-02,DIY-008,2025-04-18,25,33.50,
MANNHEIM-02,DIY-008,2025-04-19,29,33.50,
MANNHEIM-02,DIY-008,2025-04-20,28,33.50,
MANNHEIM-02,DIY-008,2025-04-21,25,33.50,
MANNHEIM-02,DIY-008,2025-04-22,25,33.50,
MANNHEIM-02,DIY-008,2025-04-23,29,33.50,
MANNHEIM-02,DIY-008,2025-04-24,25,33.50,
MANNHEIM-02,DIY-008,2025-04-25,25,33.50,
MANNHEIM-02,DIY-008,2025-04-26,29,33.50,
MANNHEIM-02,DIY-008,2025-04-27,26,33.50,
MANNHEIM-02,DIY-008,2025-04-28,25,33.50,
MANNHEIM-02,DIY-008,2025-04-29,27,33.50,
MANNHEIM-02,DIY-008,2025-04-30,26,33.50,
MANNHEIM-02,DIY-009,2025-01-01,27,36.50,
MANNHEIM-02,DIY-009,2025-01-02,28,36.50,
MANNHEIM-02,DIY-009,2025-01-03,29,36.50,
MANNHEIM-02,DIY-009,2025-01-04,30,36.50,
MANNHEIM-02,DIY-009,2025-01-05,28,36.50,
MANNHEIM-02,DIY-009,2025-01-06,29,36.50,
MANNHEIM-02,DIY-009,2025-01-07,28,36.50,
MANNHEIM-02,DIY-009,2025-01-08,27,36.50,
MANNHEIM-02,DIY-009,2025-01-09,28,36.50,
MANNHEIM-02,DIY-009,2025-01-10,26,36.50,
MANNHEIM-02,DIY-009,2025-01-11,26,36.50,
MANNHEIM-02,DIY-009,2025-01-12,26,36.50,
MANNHEIM-02,DIY-009,2025-01-13,29,36.50,
MANNHEIM-02,DIY-009,2025-01-14,29,36.50,
MANNHEIM-02,DIY-009,2025-01-15,28,36.50,
MANNHEIM-02,DIY-009,2025-01-16,27,36.50,
MANNHEIM-02,DIY-009,2025-01-17,29,36.50,
MANNHEIM-02,DIY-009,2025-01-18,29,36.50,
MANNHEIM-02,DIY-009,2025-01-19,28,36.50,
MANNHEIM-02,DIY-009,2025-01-20,27,36.50,
MANNHEIM-02,DIY-009,2025-01-21,27,36.50,
MANNHEIM-02,DIY-009,2025-01-22,30,36.50,
MANNHEIM-02,DIY-009,2025-01-23,27,36.50,
MANNHEIM-02,DIY-009,2025-01-24,30,36.50,
MANNHEIM-02,DIY-009,2025-01-25,30,36.50,
MANNHEIM-02,DIY-009,2025-01-26,30,36.50,
MANNHEIM-02,DIY-009,2025-01-27,30,36.50,
MANNHEIM-02,DIY-009,2025-01-28,30,36.50,
MANNHEIM-02,DIY-009,2025-01-29,27,36.50,
MANNHEIM-02,DIY-009,2025-01-30,30,36.50,
MANNHEIM-02,DIY-009,2025-01-31,26,36.50,
MANNHEIM-02,DIY-009,2025-02-01,27,36.50,
MANNHEIM-02,DIY-009,2025-02-02,30,36.50,
MANNHEIM-02,DIY-009,2025-02-03,28,36.50,
MANNHEIM-02,DIY-009,2025-02-04,30,36.50,
MANNHEIM-02,DIY-009,2025-02-05,30,36.50,
MANNHEIM-02,DIY-009,2025-02-06,26,36.50,
MANNHEIM-02,DIY-009,2025-02-07,30,36.50,
MANNHEIM-02,DIY-009,2025-02-08,26,36.50,
MANNHEIM-02,DIY-009,2025-02-09,30,36.50,
MANNHEIM-02,DIY-009,2025-02-10,30,36.50,
MANNHEIM-02,DIY-009,2025-02-11,26,36.50,
MANNHEIM-02,DIY-009,2025-02-12,26,36.50,
MANNHEIM-02,DIY-009,2025-02-13,26,36.50,
MANNHEIM-02,DIY-009,2025-02-14,26,36.50,
MANNHEIM-02,DIY-009,2025-02-15,29,36.50,
MANNHEIM-02,DIY-009,2025-02-16,29,36.50,
MANNHEIM-02,DIY-009,2025-02-17,29,36.50,
MANNHEIM-02,DIY-009,2025-02-18,30,36.50,
MANNHEIM-02,DIY-009,2025-02-19,27,36.50,
MANNHEIM-02,DIY-009,2025-02-20,28,36.50,
MANNHEIM-02,DIY-009,2025-02-21,27,36.50,
MANNHEIM-02,DIY-009,2025-02-22,30,36.50,
MANNHEIM-02,DIY-009,2025-02-23,27,36.50,
MANNHEIM-02,DIY-009,2025-02-24,29,36.50,
MANNHEIM-02,DIY-009,2025-02-25,30,36.50,
MANNHEIM-02,DIY-009,2025-02-26,29,36.50,
MANNHEIM-02,DIY-009,2025-02-27,28,36.50,
MANNHEIM-02,DIY-009,2025-02-28,27,36.50,
MANNHEIM-02,DIY-009,2025-03-01,28,36.50,
MANNHEIM-02,DIY-009,2025-03-02,26,36.50,
MANNHEIM-02,DIY-009,2025-03-03,28,36.50,
MANNHEIM-02,DIY-009,2025-03-04,27,36.50,
MANNHEIM-02,DIY-009,2025-03-05,28,36.50,
MANNHEIM-02,DIY-009,2025-03-06,26,36.50,
MANNHEIM-02,DIY-009,2025-03-07,29,36.50,
MANNHEIM-02,DIY-009,2025-03-08,26,36.50,
MANNHEIM-02,DIY-009,2025-03-09,26,36.50,
MANNHEIM-02,DIY-009,2025-03-10,28,36.50,
MANNHEIM-02,DIY-009,2025-03-11,28,36.50,
MANNHEIM-02,DIY-009,2025-03-12,28,36.50,
MANNHEIM-02,DIY-009,2025-03-13,26,36.50,
MANNHEIM-02,DIY-009,2025-03-14,30,36.50,
MANNHEIM-02,DIY-009,2025-03-15,28,36.50,
MANNHEIM-02,DIY-009,2025-03-16,30,36.50,
MANNHEIM-02,DIY-009,2025-03-17,29,36.50,
MANNHEIM-02,DIY-009,2025-03-18,27,36.50,
MANNHEIM-02,DIY-009,2025-03-19,28,36.50,
MANNHEIM-02,DIY-009,2025-03-20,30,36.50,
MANNHEIM-02,DIY-009,2025-03-21,26,36.50,
MANNHEIM-02,DIY-009,2025-03-22,27,36.50,
MANNHEIM-02,DIY-009,2025-03-23,28,36.50,
MANNHEIM-02,DIY-009,2025-03-24,29,36.50,
MANNHEIM-02,DIY-009,2025-03-25,26,36.50,
MANNHEIM-02,DIY-009,2025-03-26,26,36.50,
MANNHEIM-02,DIY-009,2025-03-27,29,36.50,
MANNHEIM-02,DIY-009,2025-03-28,27,36.50,
MANNHEIM-02,DIY-009,2025-03-29,27,36.50,
MANNHEIM-02,DIY-009,2025-03-30,26,36.50,
MANNHEIM-02,DIY-009,2025-03-31,30,36.50,
MANNHEIM-02,DIY-009,2025-04-01,30,36.50,
MANNHEIM-02,DIY-009,2025-04-02,29,36.50,
MANNHEIM-02,DIY-009,2025-04-03,26,36.50,
MANNHEIM-02,DIY-009,2025-04-04,28,36.50,
MANNHEIM-02,DIY-009,2025-04-05,30,36.50,
MANNHEIM-02,DIY-009,2025-04-06,26,36.50,
MANNHEIM-02,DIY-009,2025-04-07,28,36.50,
MANNHEIM-02,DIY-009,2025-04-08,26,36.50,
MANNHEIM-02,DIY-009,2025-04-09,27,36.50,
MANNHEIM-02,DIY-009,2025-04-10,26,36.50,
MANNHEIM-02,DIY-009,2025-04-11,27,36.50,
MANNHEIM-02,DIY-009,2025-04-12,28,36.50,
MANNHEIM-02,DIY-009,2025-04-13,26,36.50,
MANNHEIM-02,DIY-009,2025-04-14,26,36.50,
MANNHEIM-02,DIY-009,2025-04-15,30,36.50,
MANNHEIM-02,DIY-009,2025-04-16,26,36.50,
MANNHEIM-02,DIY-009,2025-04-17,29,36.50,
MANNHEIM-02,DIY-009,2025-04-18,26,36.50,
MANNHEIM-02,DIY-009,2025-04-19,29,36.50,
MANNHEIM-02,DIY-009,2025-04-20,29,36.50,
MANNHEIM-02,DIY-009,2025-04-21,29,36.50,
MANNHEIM-02,DIY-009,2025-04-22,29,36.50,
MANNHEIM-02,DIY-009,2025-04-23,28,36.50,
MANNHEIM-02,DIY-009,2025-04-24,26,36.50,
MANNHEIM-02,DIY-009,2025-04-25,30,36.50,
MANNHEIM-02,DIY-009,2025-04-26,30,36.50,
MANNHEIM-02,DIY-009,2025-04-27,28,36.50,
MANNHEIM-02,DIY-009,2025-04-28,29,36.50,
MANNHEIM-02,DIY-009,2025-04-29,27,36.50,
MANNHEIM-02,DIY-009,2025-04-30,29,36.50,
MANNHEIM-02,DIY-010,2025-01-01,21,39.50,
MANNHEIM-02,DIY-010,2025-01-02,21,39.50,
MANNHEIM-02,DIY-010,2025-01-03,20,39.50,
MANNHEIM-02,DIY-010,2025-01-04,22,39.50,
MANNHEIM-02,DIY-010,2025-01-05,22,39.50,
MANNHEIM-02,DIY-010,2025-01-06,18,39.50,
MANNHEIM-02,DIY-010,2025-01-07,21,39.50,
MANNHEIM-02,DIY-010,2025-01-08,19,39.50,
MANNHEIM-02,DIY-010,2025-01-09,22,39.50,
MANNHEIM-02,DIY-010,2025-01-10,21,39.50,
MANNHEIM-02,DIY-010,2025-01-11,22,39.50,
MANNHEIM-02,DIY-010,2025-01-12,21,39.50,
MANNHEIM-02,DIY-010,2025-01-13,22,39.50,
MANNHEIM-02,DIY-010,2025-01-14,19,39.50,
MANNHEIM-02,DIY-010,2025-01-15,22,39.50,
MANNHEIM-02,DIY-010,2025-01-16,19,39.50,
MANNHEIM-02,DIY-010,2025-01-17,19,39.50,
MANNHEIM-02,DIY-010,2025-01-18,18,39.50,
MANNHEIM-02,DIY-010,2025-01-19,20,39.50,
MANNHEIM-02,DIY-010,2025-01-20,19,39.50,
MANNHEIM-02,DIY-010,2025-01-21,20,39.50,
MANNHEIM-02,DIY-010,2025-01-22,21,39.50,
MANNHEIM-02,DIY-010,2025-01-23,18,39.50,
MANNHEIM-02,DIY-010,2025-01-24,19,39.50,
MANNHEIM-02,DIY-010,2025-01-25,21,39.50,
MANNHEIM-02,DIY-010,2025-01-26,22,39.50,
MANNHEIM-02,DIY-010,2025-01-27,20,39.50,
MANNHEIM-02,DIY-010,2025-01-28,20,39.50,
MANNHEIM-02,DIY-010,2025-01-29,20,39.50,
MANNHEIM-02,DIY-010,2025-01-30,20,39.50,
MANNHEIM-02,DIY-010,2025-01-31,18,39.50,
MANNHEIM-02,DIY-010,2025-02-01,19,39.50,
MANNHEIM-02,DIY-010,2025-02-02,21,39.50,
MANNHEIM-02,DIY-010,2025-02-03,18,39.50,
MANNHEIM-02,DIY-010,2025-02-04,18,39.50,
MANNHEIM-02,DIY-010,2025-02-05,20,39.50,
MANNHEIM-02,DIY-010,2025-02-06,20,39.50,
MANNHEIM-02,DIY-010,2025-02-07,20,39.50,
MANNHEIM-02,DIY-010,2025-02-08,22,39.50,
MANNHEIM-02,DIY-010,2025-02-09,22,39.50,
MANNHEIM-02,DIY-010,2025-02-10,22,39.50,
MANNHEIM-02,DIY-010,2025-02-11,20,39.50,
MANNHEIM-02,DIY-010,2025-02-12,21,39.50,
MANNHEIM-02,DIY-010,2025-02-13,19,39.50,
MANNHEIM-02,DIY-010,2025-02-14,22,39.50,
MANNHEIM-02,DIY-010,2025-02-15,18,39.50,
MANNHEIM-02,DIY-010,2025-02-16,22,39.50,
MANNHEIM-02,DIY-010,2025-02-17,22,39.50,
MANNHEIM-02,DIY-010,2025-02-18,22,39.50,
MANNHEIM-02,DIY-010,2025-02-19,21,39.50,
MANNHEIM-02,DIY-010,2025-02-20,21,39.50,
MANNHEIM-02,DIY-010,2025-02-21,19,39.50,
MANNHEIM-02,DIY-010,2025-02-22,19,39.50,
MANNHEIM-02,DIY-010,2025-02-23,21,39.50,
MANNHEIM-02,DIY-010,2025-02-24,22,39.50,
MANNHEIM-02,DIY-010,2025-02-25,19,39.50,
MANNHEIM-02,DIY-010,2025-02-26,18,39.50,
MANNHEIM-02,DIY-010,2025-02-27,18,39.50,
MANNHEIM-02,DIY-010,2025-02-28,22,39.50,
MANNHEIM-02,DIY-010,2025-03-01,18,39.50,
MANNHEIM-02,DIY-010,2025-03-02,22,39.50,
MANNHEIM-02,DIY-010,2025-03-03,19,39.50,
MANNHEIM-02,DIY-010,2025-03-04,18,39.50,
MANNHEIM-02,DIY-010,2025-03-05,22,39.50,
MANNHEIM-02,DIY-010,2025-03-06,18,39.50,
MANNHEIM-02,DIY-010,2025-03-07,21,39.50,
MANNHEIM-02,DIY-010,2025-03-08,20,39.50,
MANNHEIM-02,DIY-010,2025-03-09,21,39.50,
MANNHEIM-02,DIY-010,2025-03-10,21,39.50,
MANNHEIM-02,DIY-010,2025-03-11,19,39.50,
MANNHEIM-02,DIY-010,2025-03-12,21,39.50,
MANNHEIM-02,DIY-010,2025-03-13,18,39.50,
MANNHEIM-02,DIY-010,2025-03-14,20,39.50,
MANNHEIM-02,DIY-010,2025-03-15,19,39.50,
MANNHEIM-02,DIY-010,2025-03-16,22,39.50,
MANNHEIM-02,DIY-010,2025-03-17,21,39.50,
MANNHEIM-02,DIY-010,2025-03-18,21,39.50,
MANNHEIM-02,DIY-010,2025-03-19,21,39.50,
MANNHEIM-02,DIY-010,2025-03-20,22,39.50,
MANNHEIM-02,DIY-010,2025-03-21,22,39.50,
MANNHEIM-02,DIY-010,2025-03-22,21,39.50,
MANNHEIM-02,DIY-010,2025-03-23,19,39.50,
MANNHEIM-02,DIY-010,2025-03-24,22,39.50,
MANNHEIM-02,DIY-010,2025-03-25,19,39.50,
MANNHEIM-02,DIY-010,2025-03-26,21,39.50,
MANNHEIM-02,DIY-010,2025-03-27,21,39.50,
MANNHEIM-02,DIY-010,2025-03-28,19,39.50,
MANNHEIM-02,DIY-010,2025-03-29,18,39.50,
MANNHEIM-02,DIY-010,2025-03-30,22,39.50,
MANNHEIM-02,DIY-010,2025-03-31,19,39.50,
MANNHEIM-02,DIY-010,2025-04-01,20,39.50,
MANNHEIM-02,DIY-010,2025-04-02,18,39.50,
MANNHEIM-02,DIY-010,2025-04-03,19,39.50,
MANNHEIM-02,DIY-010,2025-04-04,20,39.50,
MANNHEIM-02,DIY-010,2025-04-05,21,39.50,
MANNHEIM-02,DIY-010,2025-04-06,21,39.50,
MANNHEIM-02,DIY-010,2025-04-07,20,39.50,
MANNHEIM-02,DIY-010,2025-04-08,20,39.50,
MANNHEIM-02,DIY-010,2025-04-09,18,39.50,
MANNHEIM-02,DIY-010,2025-04-10,19,39.50,
MANNHEIM-02,DIY-010,2025-04-11,19,39.50,
MANNHEIM-02,DIY-010,2025-04-12,19,39.50,
MANNHEIM-02,DIY-010,2025-04-13,21,39.50,
MANNHEIM-02,DIY-010,2025-04-14,18,39.50,
MANNHEIM-02,DIY-010,2025-04-15,21,39.50,
MANNHEIM-02,DIY-010,2025-04-16,19,39.50,
MANNHEIM-02,DIY-010,2025-04-17,21,39.50,
MANNHEIM-02,DIY-010,2025-04-18,21,39.50,
MANNHEIM-02,DIY-010,2025-04-19,18,39.50,
MANNHEIM-02,DIY-010,2025-04-20,19,39.50,
MANNHEIM-02,DIY-010,2025-04-21,22,39.50,
MANNHEIM-02,DIY-010,2025-04-22,18,39.50,
MANNHEIM-02,DIY-010,2025-04-23,18,39.50,
MANNHEIM-02,DIY-010,2025-04-24,19,39.50,
MANNHEIM-02,DIY-010,2025-04-25,19,39.50,
MANNHEIM-02,DIY-010,2025-04-26,18,39.50,
MANNHEIM-02,DIY-010,2025-04-27,18,39.50,
MANNHEIM-02,DIY-010,2025-04-28,22,39.50,
MANNHEIM-02,DIY-010,2025-04-29,21,39.50,
MANNHEIM-02,DIY-010,2025-04-30,19,39.50,
MANNHEIM-02,DIY-011,2025-01-01,19,42.50,
MANNHEIM-02,DIY-011,2025-01-02,23,42.50,
MANNHEIM-02,DIY-011,2025-01-03,21,42.50,
MANNHEIM-02,DIY-011,2025-01-04,23,42.50,
MANNHEIM-02,DIY-011,2025-01-05,21,42.50,
MANNHEIM-02,DIY-011,2025-01-06,19,42.50,
MANNHEIM-02,DIY-011,2025-01-07,20,42.50,
MANNHEIM-02,DIY-011,2025-01-08,23,42.50,
MANNHEIM-02,DIY-011,2025-01-09,19,42.50,
MANNHEIM-02,DIY-011,2025-01-10,20,42.50,
MANNHEIM-02,DIY-011,2025-01-11,19,42.50,
MANNHEIM-02,DIY-011,2025-01-12,19,42.50,
MANNHEIM-02,DIY-011,2025-01-13,19,42.50,
MANNHEIM-02,DIY-011,2025-01-14,19,42.50,
MANNHEIM-02,DIY-011,2025-01-15,19,42.50,
MANNHEIM-02,DIY-011,2025-01-16,19,42.50,
MANNHEIM-02,DIY-011,2025-01-17,19,42.50,
MANNHEIM-02,DIY-011,2025-01-18,20,42.50,
MANNHEIM-02,DIY-011,2025-01-19,20,42.50,
MANNHEIM-02,DIY-011,2025-01-20,23,42.50,
MANNHEIM-02,DIY-011,2025-01-21,23,42.50,
MANNHEIM-02,DIY-011,2025-01-22,20,42.50,
MANNHEIM-02,DIY-011,2025-01-23,23,42.50,
MANNHEIM-02,DIY-011,2025-01-24,19,42.50,
MANNHEIM-02,DIY-011,2025-01-25,23,42.50,
MANNHEIM-02,DIY-011,2025-01-26,20,42.50,
MANNHEIM-02,DIY-011,2025-01-27,22,42.50,
MANNHEIM-02,DIY-011,2025-01-28,20,42.50,
MANNHEIM-02,DIY-011,2025-01-29,19,42.50,
MANNHEIM-02,DIY-011,2025-01-30,21,42.50,
MANNHEIM-02,DIY-011,2025-01-31,19,42.50,
MANNHEIM-02,DIY-011,2025-02-01,21,42.50,
MANNHEIM-02,DIY-011,2025-02-02,19,42.50,
MANNHEIM-02,DIY-011,2025-02-03,20,42.50,
MANNHEIM-02,DIY-011,2025-02-04,19,42.50,
MANNHEIM-02,DIY-011,2025-02-05,22,42.50,
MANNHEIM-02,DIY-011,2025-02-06,21,42.50,
MANNHEIM-02,DIY-011,2025-02-07,23,42.50,
MANNHEIM-02,DIY-011,2025-02-08,22,42.50,
MANNHEIM-02,DIY-011,2025-02-09,22,42.50,
MANNHEIM-02,DIY-011,2025-02-10,22,42.50,
MANNHEIM-02,DIY-011,2025-02-11,23,42.50,
MANNHEIM-02,DIY-011,2025-02-12,22,42.50,
MANNHEIM-02,DIY-011,2025-02-13,22,42.50,
MANNHEIM-02,DIY-011,2025-02-14,20,42.50,
MANNHEIM-02,DIY-011,2025-02-15,23,42.50,
MANNHEIM-02,DIY-011,2025-02-16,22,42.50,
MANNHEIM-02,DIY-011,2025-02-17,19,42.50,
MANNHEIM-02,DIY-011,2025-02-18,19,42.50,
MANNHEIM-02,DIY-011,2025-02-19,20,42.50,
MANNHEIM-02,DIY-011,2025-02-20,20,42.50,
MANNHEIM-02,DIY-011,2025-02-21,23,42.50,
MANNHEIM-02,DIY-011,2025-02-22,21,42.50,
MANNHEIM-02,DIY-011,2025-02-23,20,42.50,
MANNHEIM-02,DIY-011,2025-02-24,19,42.50,
MANNHEIM-02,DIY-011,2025-02-25,21,42.50,
MANNHEIM-02,DIY-011,2025-02-26,22,42.50,
MANNHEIM-02,DIY-011,2025-02-27,21,42.50,
MANNHEIM-02,DIY-011,2025-02-28,20,42.50,
MANNHEIM-02,DIY-011,2025-03-01,20,42.50,
MANNHEIM-02,DIY-011,2025-03-02,21,42.50,
MANNHEIM-02,DIY-011,2025-03-03,23,42.50,
MANNHEIM-02,DIY-011,2025-03-04,19,42.50,
MANNHEIM-02,DIY-011,2025-03-05,22,42.50,
MANNHEIM-02,DIY-011,2025-03-06,22,42.50,
MANNHEIM-02,DIY-011,2025-03-07,21,42.50,
MANNHEIM-02,DIY-011,2025-03-08,19,42.50,
MANNHEIM-02,DIY-011,2025-03-09,21,42.50,
MANNHEIM-02,DIY-011,2025-03-10,21,42.50,
MANNHEIM-02,DIY-011,2025-03-11,20,42.50,
MANNHEIM-02,DIY-011,2025-03-12,21,42.50,
MANNHEIM-02,DIY-011,2025-03-13,19,42.50,
MANNHEIM-02,DIY-011,2025-03-14,19,42.50,
MANNHEIM-02,DIY-011,2025-03-15,23,42.50,
MANNHEIM-02,DIY-011,2025-03-16,21,42.50,
MANNHEIM-02,DIY-011,2025-03-17,23,42.50,
MANNHEIM-02,DIY-011,2025-03-18,21,42.50,
MANNHEIM-02,DIY-011,2025-03-19,20,42.50,
MANNHEIM-02,DIY-011,2025-03-20,20,42.50,
MANNHEIM-02,DIY-011,2025-03-21,20,42.50,
MANNHEIM-02,DIY-011,2025-03-22,20,42.50,
MANNHEIM-02,DIY-011,2025-03-23,21,42.50,
MANNHEIM-02,DIY-011,2025-03-24,21,42.50,
MANNHEIM-02,DIY-011,2025-03-25,22,42.50,
MANNHEIM-02,DIY-011,2025-03-26,21,42.50,
MANNHEIM-02,DIY-011,2025-03-27,21,42.50,
MANNHEIM-02,DIY-011,2025-03-28,21,42.50,
MANNHEIM-02,DIY-011,2025-03-29,19,42.50,
MANNHEIM-02,DIY-011,2025-03-30,22,42.50,
MANNHEIM-02,DIY-011,2025-03-31,19,42.50,
MANNHEIM-02,DIY-011,2025-04-01,21,42.50,
MANNHEIM-02,DIY-011,2025-04-02,23,42.50,
MANNHEIM-02,DIY-011,2025-04-03,19,42.50,
MANNHEIM-02,DIY-011,2025-04-04,23,42.50,
MANNHEIM-02,DIY-011,2025-04-05,19,42.50,
MANNHEIM-02,DIY-011,2025-04-06,19,42.50,
MANNHEIM-02,DIY-011,2025-04-07,21,42.50,
MANNHEIM-02,DIY-011,2025-04-08,22,42.50,
MANNHEIM-02,DIY-011,2025-04-09,22,42.50,
MANNHEIM-02,DIY-011,2025-04-10,21,42.50,
MANNHEIM-02,DIY-011,2025-04-11,20,42.50,
MANNHEIM-02,DIY-011,2025-04-12,23,42.50,
MANNHEIM-02,DIY-011,2025-04-13,21,42.50,
MANNHEIM-02,DIY-011,2025-04-14,22,42.50,
MANNHEIM-02,DIY-011,2025-04-15,20,42.50,
MANNHEIM-02,DIY-011,2025-04-16,20,42.50,
MANNHEIM-02,DIY-011,2025-04-17,20,42.50,
MANNHEIM-02,DIY-011,2025-04-18,22,42.50,
MANNHEIM-02,DIY-011,2025-04-19,23,42.50,
MANNHEIM-02,DIY-011,2025-04-20,21,42.50,
MANNHEIM-02,DIY-011,2025-04-21,21,42.50,
MANNHEIM-02,DIY-011,2025-04-22,20,42.50,
MANNHEIM-02,DIY-011,2025-04-23,22,42.50,
MANNHEIM-02,DIY-011,2025-04-24,23,42.50,
MANNHEIM-02,DIY-011,2025-04-25,22,42.50,
MANNHEIM-02,DIY-011,2025-04-26,21,42.50,
MANNHEIM-02,DIY-011,2025-04-27,19,42.50,
MANNHEIM-02,DIY-011,2025-04-28,21,42.50,
MANNHEIM-02,DIY-011,2025-04-29,22,42.50,
MANNHEIM-02,DIY-011,2025-04-30,23,42.50,
MANNHEIM-02,DIY-012,2025-01-01,21,45.50,
MANNHEIM-02,DIY-012,2025-01-02,22,45.50,
MANNHEIM-02,DIY-012,2025-01-03,23,45.50,
MANNHEIM-02,DIY-012,2025-01-04,22,45.50,
MANNHEIM-02,DIY-012,2025-01-05,23,45.50,
MANNHEIM-02,DIY-012,2025-01-06,21,45.50,
MANNHEIM-02,DIY-012,2025-01-07,23,45.50,
MANNHEIM-02,DIY-012,2025-01-08,23,45.50,
MANNHEIM-02,DIY-012,2025-01-09,23,45.50,
MANNHEIM-02,DIY-012,2025-01-10,23,45.50,
MANNHEIM-02,DIY-012,2025-01-11,21,45.50,
MANNHEIM-02,DIY-012,2025-01-12,23,45.50,
MANNHEIM-02,DIY-012,2025-01-13,24,45.50,
MANNHEIM-02,DIY-012,2025-01-14,23,45.50,
MANNHEIM-02,DIY-012,2025-01-15,21,45.50,
MANNHEIM-02,DIY-012,2025-01-16,24,45.50,
MANNHEIM-02,DIY-012,2025-01-17,22,45.50,
MANNHEIM-02,DIY-012,2025-01-18,20,45.50,
MANNHEIM-02,DIY-012,2025-01-19,22,45.50,
MANNHEIM-02,DIY-012,2025-01-20,24,45.50,
MANNHEIM-02,DIY-012,2025-01-21,21,45.50,
MANNHEIM-02,DIY-012,2025-01-22,21,45.50,
MANNHEIM-02,DIY-012,2025-01-23,24,45.50,
MANNHEIM-02,DIY-012,2025-01-24,23,45.50,
MANNHEIM-02,DIY-012,2025-01-25,23,45.50,
MANNHEIM-02,DIY-012,2025-01-26,23,45.50,
MANNHEIM-02,DIY-012,2025-01-27,22,45.50,
MANNHEIM-02,DIY-012,2025-01-28,21,45.50,
MANNHEIM-02,DIY-012,2025-01-29,20,45.50,
MANNHEIM-02,DIY-012,2025-01-30,24,45.50,
MANNHEIM-02,DIY-012,2025-01-31,22,45.50,
MANNHEIM-02,DIY-012,2025-02-01,21,45.50,
MANNHEIM-02,DIY-012,2025-02-02,21,45.50,
MANNHEIM-02,DIY-012,2025-02-03,21,45.50,
MANNHEIM-02,DIY-012,2025-02-04,24,45.50,
MANNHEIM-02,DIY-012,2025-02-05,24,45.50,
MANNHEIM-02,DIY-012,2025-02-06,22,45.50,
MANNHEIM-02,DIY-012,2025-02-07,23,45.50,
MANNHEIM-02,DIY-012,2025-02-08,24,45.50,
